"date","obs_chl_ugl","mean","min","max","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-06-02,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,30.8572646942161,2021-05-30,2021-06-06,55
2021-06-03,27.9791497569808,21.9561555247221,19.5258996864914,24.1299338409245,24.1299338409245,23.0761209261737,23.1712344266841,20.9677447789796,21.5218889163123,23.347885173586,19.8637244951497,23.7144128326424,23.2544712852446,20.1364776110161,22.8385922566092,20.3642225006398,22.3745666046581,22.7430518773138,20.856171167446,19.9464691460855,20.811399017267,21.3052240874199,21.680427837128,21.0164422166697,20.7158046005999,23.8895668968811,19.5258996864914,24.094796109504,23.557359826627,2021-05-30,2021-06-06,55
2021-06-04,31.476247917679,20.5265309317462,14.9823417485749,29.6682812901975,18.7360834939515,23.9125225448357,20.1559666492234,19.8771533295503,19.4594511906084,20.9675504121563,18.941833340255,14.9823417485749,17.6827514957118,21.0711916272479,25.1460833262099,22.7421087565046,23.3371469827222,21.9708657051138,23.0746692471903,24.7977174636643,17.6119489141809,15.8916719555624,20.4586918998951,17.7636608571522,15.6537606993307,21.6629000844371,16.8088683544975,29.6682812901975,20.7880519248812,2021-05-30,2021-06-06,55
2021-06-05,30.0081109118586,26.6937902048841,18.4697040058434,32.6927154299956,29.8239185511767,29.9216046851297,23.6415925358997,26.9764614823184,23.3013910019944,28.6252959935025,30.0514489040357,26.7087370401977,18.4697040058434,30.3713945095016,25.1536673750415,32.6927154299956,28.3299038839346,25.4027379536768,24.2025640812645,27.8700688371743,22.9080854708346,29.4826428752356,29.1880814720869,27.8801204780186,30.8845690212071,23.6474747226615,23.8302922255913,23.7216512604802,24.2586313252988,2021-05-30,2021-06-06,55
2021-06-06,28.5564688914351,24.4897478237024,15.5315298640796,33.0476099452246,23.9723525167487,33.0476099452246,27.8263634355494,28.9821183959083,24.2566509464665,18.8115237687117,27.855535493838,23.9246243587675,25.9801006575784,28.9603624914599,27.7672556627398,15.9280866066947,15.5315298640796,32.1347872805642,19.9928467763973,20.5436516138674,20.0014682804949,22.2310339308742,22.0078026800244,21.9079350143538,20.6144482579527,31.0267169413363,28.9182125086389,27.6571669119298,22.3635112523591,2021-05-30,2021-06-06,55
2021-06-07,32.803009354393,22.8105502902693,14.6797553142042,34.7805680839675,19.95077646627,19.996430309537,22.1465580834326,19.8579695579939,29.3067608802703,17.1960773210914,23.2686685632487,25.9166838760332,22.3621357252493,34.7805680839675,21.4718998990074,15.140289342914,18.292775334952,27.2831737961591,29.0400722335683,20.3012612472086,14.6797553142042,29.2675892724818,22.5919344854536,22.0113749682041,17.2515230968337,22.2379900672884,24.5233431426307,27.92833120108,23.4598149876516,2021-05-30,2021-06-06,55
2021-06-08,29.8060156767756,37.7198296590027,31.9969330770846,46.3744976663806,38.100911252505,43.880308698142,32.5787412586316,32.426699162509,33.3295022521882,37.1174881158177,37.5852680757371,37.0584396510956,45.0554681390341,36.412002789695,38.8715442458676,38.2427374140748,36.1832375890068,40.2514499985377,36.4362514920465,46.3744976663806,32.5259031174463,39.8004491194426,42.4000663477731,33.0183596351955,33.4121055341406,40.3964148120835,35.8096098492848,31.9969330770846,43.7313521813467,2021-05-30,2021-06-06,55
2021-06-09,18.2290513479914,36.5965542041311,22.2782489738537,48.5013873180767,26.8273249308371,33.3012574147517,37.0353157761035,22.2782489738537,40.1912322437498,39.6997717105046,38.7658113905808,30.1719477821517,42.6837563344022,39.1366460861797,39.3914181313038,45.7072685891097,34.3950235525307,46.578827776176,33.6358296727186,41.3990103670668,38.5104200620635,34.938341330427,32.589600710093,33.9377477106825,29.1354291820668,37.1707678183701,38.2859154793982,48.5013873180767,30.6455547600791,2021-05-30,2021-06-06,55
2021-06-10,16.105472754231,40.8565126423638,24.8245777226314,55.264643983395,39.4391323008143,33.145748494512,34.7470806654411,34.3556067186937,37.7636524556676,55.264643983395,47.0575300662904,45.5324027402875,34.1116769017787,53.1932915060048,54.0727480319711,33.8627821296186,41.2908937852027,41.6042303855892,24.8245777226314,46.025610280978,33.8446558861608,45.6356406232183,43.3340408376173,42.7796417012069,44.4580520495214,45.4029573252801,42.391286687868,33.6255445761935,33.649388203153,2021-05-30,2021-06-06,55
2021-06-11,21.4904863525805,31.2955758350183,16.8249408578108,46.0569947827032,24.4714752157327,29.2192277344919,32.869228401247,27.1127281706566,37.9100176597215,29.9616269676273,16.8249408578108,46.0569947827032,41.7781549000799,45.464032347216,38.9333612115726,17.4258860177318,30.8739549564202,35.6178976217087,34.6951900094254,36.9968043136076,35.6017092256076,16.8402842441284,30.8397432988524,28.8258977688483,32.0786639993715,19.814526472702,29.8226993261648,36.2613798750111,26.0929704970188,2021-05-30,2021-06-06,55
