"date","obs_chl_ugl","mean","min","max","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-05-24,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,23.8595470398477,2021-05-21,2021-05-28,55
2021-05-25,32.0252095543897,21.5079237043236,15.8395737953865,25.7811884405435,21.6212083179974,21.8277978957357,22.0543460005621,25.7811884405435,21.2179888474336,18.7669458325429,23.3264092561124,21.9879581699422,21.7846944138776,23.632506452628,15.8395737953865,21.0162083382698,21.8966624721919,23.5658956290169,21.6600419827383,20.0229518770392,23.0539019458316,22.2770380826882,22.4774198882135,24.7787114555758,21.041371481878,19.4860136708219,19.4182287814869,19.9816043612051,19.1814252183702,2021-05-21,2021-05-28,55
2021-05-26,20.5994781642015,21.0739373377943,17.3269295020042,27.4582319520514,20.4778202962304,25.8723476464093,20.3319823374542,22.8745491884706,17.4230321849862,19.977791658173,22.2622369195363,19.5911794267685,22.8978230722655,22.6332989259465,18.7856448308118,18.3818814663204,27.4582319520514,20.0621684525647,20.6397575972294,20.4623780565888,18.9727615744411,17.9323312912879,17.3269295020042,23.2710523112661,17.7609793113719,22.5562692271281,24.6996884481574,23.97812051235,20.2181772550449,2021-05-21,2021-05-28,55
2021-05-27,27.2907197040711,26.7266761688006,20.602299950127,35.2871147768427,25.2464362508207,23.3039783176557,27.1211712104532,26.3505784458338,27.7506516673281,25.0135597971626,29.4525213467152,29.7590053693444,31.0611848789167,35.2871147768427,27.9004010702426,25.1160281677538,26.9096398002606,21.3274833135135,27.6557182685657,25.6555716345409,28.6496372089532,26.2202782459801,22.2164505836054,27.3196948711176,22.3163146020422,30.4172172124693,20.602299950127,26.677237915258,28.8367293145112,2021-05-21,2021-05-28,55
2021-05-28,25.805462160235,23.9575117874312,16.4332413016512,31.0499634265622,18.2744005031418,30.8246936624679,21.0017972885458,22.6315355571771,25.511083865084,23.3590372275177,20.3541642217865,26.5689089007606,22.5545949390962,26.9867074155828,22.6384474994975,20.6925793949287,24.4018280680798,27.6013448751543,25.8507395465352,24.5553392213034,16.4332413016512,31.0499634265622,24.6370151955866,21.0935657378282,23.9414877786649,25.9321547291567,18.2798448612136,27.8931829282147,25.8701365402434,2021-05-21,2021-05-28,55
2021-05-29,40.4310779404187,23.3568501485722,7.95309260899934,31.2843401340702,28.3371403075183,27.2535014282296,19.6336020806817,19.8718913669231,17.3457242131807,20.5147904347198,27.0450791324775,31.2843401340702,26.9653520553144,13.1736167278395,26.4326956068085,27.5046488860099,25.4104057966419,18.048653260399,27.6458576684164,25.9707123665112,25.6365879977833,20.4162690624717,26.5527639649608,22.881264498222,21.9844537677127,29.7587955585843,26.109421959224,7.95309260899934,20.1905928306055,2021-05-21,2021-05-28,55
2021-05-30,30.993488695588,35.80913650675,26.3569612192293,47.0631686605482,27.8993404626034,39.733668728258,33.8547391362837,41.5149937209308,39.0441778878015,36.5031861641077,35.8924417064707,34.3183336345809,37.5147434064681,30.0605070959139,40.2124825494779,34.1311086374759,32.1369411098712,34.5187095300402,47.0631686605482,26.3569612192293,34.3890491609059,36.9851149536805,33.3129012948363,34.0333222958082,38.5569418741695,37.6458866523987,32.5371556502834,39.6119239567676,37.4006131798377,2021-05-21,2021-05-28,55
2021-05-31,28.0193490394916,34.081068131398,17.8612494087989,49.2879769994772,39.8989548283746,27.0118801981574,30.5917024270283,34.2730715761454,41.6442952993774,32.1205669149828,28.8958908895657,40.4455387705146,38.4846502825218,27.6620728034018,48.6051019690613,45.0978841045939,26.6170934897194,49.2879769994772,24.4400204921353,36.159439536256,28.2021812156698,33.093509467147,33.2741621995741,37.572832151514,28.3105940768342,17.8612494087989,34.893176597285,30.7274888799287,36.8553687068857,2021-05-21,2021-05-28,55
2021-06-01,33.7676848393783,39.8092157931575,20.376578921089,57.23848450704,33.8044144087251,45.4539138856386,40.0360648204249,44.1128889377726,32.7647593049622,38.328373596317,42.2713837703606,39.1942464933546,51.5725000614049,25.892182185354,45.1973251807841,39.9312065205334,46.5434020579693,39.1272937531951,20.376578921089,42.8130055800421,38.2783412870847,32.8044112089901,35.1679048862275,40.224045241367,57.23848450704,41.1648664226755,32.872989833656,53.3444683684201,36.7153435955489,2021-05-21,2021-05-28,55
2021-06-02,30.8572646942161,32.470597670005,17.1634275513401,46.393346417768,24.8271782132591,21.5706374724821,26.0433302867409,46.393346417768,38.3702209507655,37.0439505759569,32.4427191303777,33.5073839733899,35.8954001808327,32.9826676761266,32.5084569908454,38.7388895219958,30.0053906794873,33.2880709742792,24.2987573558594,43.6540085755075,42.1625590585203,17.1634275513401,29.6117482658279,35.5879190011706,35.0643844114628,37.2336618446363,27.8229092267404,21.8974410857622,33.6504823289905,2021-05-21,2021-05-28,55
