"date","obs_chl_ugl","mean","min","max","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-06-05,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,30.0081109118586,2021-06-02,2021-06-09,55
2021-06-06,28.5564688914351,21.9001842746805,18.4656138858999,28.1712652766502,22.494843003948,25.0716148813248,18.6603015908602,20.8589738692632,24.2109137388889,28.1712652766502,21.1870316963223,23.9240124756332,18.7112481247064,20.2635532235071,22.3099260801013,18.5303829600398,23.5504738776593,25.7090878348266,18.4656138858999,25.4435509176772,19.7449814757262,19.5654401466719,19.6021080818197,22.5454499337333,21.3678251436556,22.0979482427523,21.6010945929564,20.4189392405465,22.9980265718435,2021-06-02,2021-06-09,55
2021-06-07,32.803009354393,20.4487793240229,13.9367037404287,25.8124617807244,17.9522919868184,19.7872857779361,19.0222836825013,23.0816338839954,24.400749235379,19.087524910687,22.8331184395506,25.8124617807244,22.1159564824536,22.0994348751466,23.1654123180315,19.7355993247025,17.7245605487145,22.8817421132338,20.0334396224621,20.787870227467,18.3456451168387,13.9367037404287,22.6675125657729,21.4478453657161,20.0834259377529,16.1752768839718,20.7162710305577,18.6199516434233,18.705485606308,2021-06-02,2021-06-09,55
2021-06-08,29.8060156767756,26.9982851897815,19.6868769098009,35.6127969236069,30.3878932140302,30.3509871220276,28.5091400949621,26.0899346148983,27.4917880611552,26.0439616739479,24.010100550954,25.6755202653832,27.9503752776379,27.8314681604623,27.7636747298512,35.6127969236069,19.6868769098009,21.2165070432991,29.299446044581,27.1578191430681,28.1362637578224,24.0848827005357,20.6127331540364,27.7556598076144,28.8361760400538,20.6666751583236,31.399721858938,32.0949265095875,26.2918009279588,2021-06-02,2021-06-09,55
2021-06-09,18.2290513479914,24.1964027221009,15.1214203177318,33.6249655186835,29.5360229965451,24.3462843914042,25.1933216827696,27.4159632837729,24.4627113125464,28.2955919638869,22.569808990446,19.168330453045,25.4076123678045,33.6249655186835,26.5632854321132,25.6902702171711,15.1214203177318,22.3775197138072,28.8946740996357,23.2056951342119,24.1671414449609,24.4122197271203,22.3384203433054,16.3754812553157,28.9854549230678,21.7419996138487,18.3020841574479,21.8541228768083,24.859665835072,2021-06-02,2021-06-09,55
2021-06-10,16.105472754231,25.5503543048163,16.017909063332,37.5301553670379,21.7411301834344,22.1121675683232,26.1347842782328,18.6928296056711,21.9843188409286,16.017909063332,23.3577652765468,29.1453583243466,28.0280944300751,26.7172031546664,26.372319647836,26.8349945765412,29.245206950807,16.5759109747803,37.5301553670379,23.8651677100094,35.5223482256033,33.1170652576512,27.4510441781749,18.7601246808654,25.0610663160135,21.8672845248846,21.899703778216,36.4678990801779,24.2570056262524,2021-06-02,2021-06-09,55
2021-06-11,21.4904863525805,37.0761588919198,25.6827975314302,51.8309107715926,36.5813482832659,36.9208998657499,25.6827975314302,31.6084800615954,27.3089617893166,40.2513287882858,36.6021551723863,29.9302533891057,45.1695944885748,41.9600390430914,39.1116373189995,40.0257451309074,29.9185768051341,34.2635131071575,38.9207987011301,30.1181406631161,51.8309107715926,43.9326559334582,42.7951980778168,36.6857208607152,28.2991301302531,42.7375260914729,44.5107625566664,38.1889998320159,33.548797904757,2021-06-02,2021-06-09,55
2021-06-12,26.7808858642651,36.384503944154,27.0906064718848,49.9730695498841,39.3444278214134,38.5362909166224,30.4546721888184,31.602973780394,36.9122181076738,41.8580312553591,49.9730695498841,28.3712851600028,31.8435213978571,44.1636531792123,36.1967275008504,39.5603340550114,29.8753319324011,33.3758948165725,37.5863201116094,29.5005089701152,43.2705374617275,27.3859217475408,40.8833649063073,36.5632225915177,27.0906064718848,46.4250157845312,36.6423912059751,32.9887514283187,39.2075262622506,2021-06-02,2021-06-09,55
2021-06-13,25.1791363879082,37.861419285229,28.0943119210883,50.6140581803173,38.4673244932266,37.8250417028935,34.975546870345,43.9482162738009,32.2322914607811,40.8733837470495,38.5738075239794,37.4022337527669,44.6392917154133,42.8167642122574,38.0409211945071,43.5576753319903,28.0943119210883,32.9938742376149,40.4325092361899,50.6140581803173,31.5845414359854,28.3982747118047,40.4415257242216,39.9053889955955,29.7560909305057,39.8289394265056,37.8455882723865,41.0605725516446,32.2273082278528,2021-06-02,2021-06-09,55
2021-06-14,26.15913930916,29.681668659018,13.730594431112,42.558943424135,26.7499994957777,26.010101869452,40.237750789418,27.2869783683216,28.4126393003931,16.9593468375763,31.637698920161,26.4346823948998,38.19007869495,39.0587240481956,28.3238305859274,19.6177578351507,28.5319408761891,31.2741059052776,24.0261353963686,26.0776348722203,34.9441041815673,42.558943424135,21.4092647898601,26.9871703805863,13.730594431112,37.4543743867492,36.2193109552361,38.4396407033594,31.4689070325652,2021-06-02,2021-06-09,55
